Alt (m),Mach number,Throttle,Power (W),SFC (gr/MJ),PCN HP,PCN LP,PCN PT,Inlet airflow (kg/s),Fuel flow (kg/s),eta,ISA dev C,P3 (bar),T3 (K),FAR,Residual thrust (N),,,Power (kW)
3962.4,0.5,0.5,700000,90.03,0.9,0.84,1,4.52,0.06,0.26,10,7.8,636.86,0.02,455.66,,,700
3962.4,0.5,0.58,800000,86.68,0.92,0.87,1,4.77,0.07,0.27,10,8.33,646.86,0.02,567.78,,,800
3962.4,0.5,0.65,900000,84.22,0.93,0.9,1,5.01,0.08,0.28,10,8.86,656.46,0.02,688.35,,,900
3962.4,0.5,0.72,1000000,82.33,0.95,0.92,1,5.26,0.08,0.28,10,9.39,665.27,0.02,817.42,,,1000
3962.4,0.5,0.79,1100000,80.84,0.96,0.94,1,5.5,0.09,0.29,10,9.92,673.35,0.02,954.34,,,1100
3962.4,0.5,0.87,1200000,79.86,0.97,0.96,1,5.74,0.1,0.29,10,10.45,681.7,0.02,1101.91,,,1200
3962.4,0.5,0.94,1300000,79.27,0.98,0.98,1,5.96,0.1,0.29,10,10.97,690.51,0.02,1256.43,,,1300
3962.4,0.5,1.01,1400000,78.98,1,1,1,6.18,0.11,0.29,10,11.48,699.8,0.02,1417.59,,,1400
3962.4,0.6,0.28,400010,107.28,0.84,0.69,1,3.72,0.04,0.22,10,6.09,598.97,0.01,29.68,,,400.01
3962.4,0.6,0.34,500000,98.54,0.86,0.74,1,4.02,0.05,0.24,10,6.71,614.26,0.01,115.31,,,500
3962.4,0.6,0.41,600000,92.54,0.88,0.78,1,4.3,0.06,0.25,10,7.28,627.29,0.01,206.29,,,600
3962.4,0.6,0.48,700000,88.28,0.9,0.82,1,4.56,0.06,0.26,10,7.83,638.64,0.02,303.95,,,700
3962.4,0.6,0.55,800000,85.11,0.91,0.85,1,4.81,0.07,0.27,10,8.36,648.82,0.02,408.31,,,800
3962.4,0.6,0.62,900000,82.76,0.92,0.88,1,5.05,0.07,0.28,10,8.89,658.32,0.02,521.43,,,900
3962.4,0.6,0.69,1000000,81.01,0.94,0.9,1,5.29,0.08,0.29,10,9.42,667.47,0.02,642.57,,,1000
3962.4,0.6,0.76,1100000,79.66,0.95,0.92,1,5.53,0.09,0.29,10,9.95,676,0.02,771.84,,,1100
3962.4,0.6,0.83,1200000,78.67,0.97,0.94,1,5.78,0.09,0.29,10,10.49,683.9,0.02,912.07,,,1200
3962.4,0.6,0.9,1300000,77.95,0.98,0.96,1,6.02,0.1,0.3,10,11.03,691.69,0.02,1059.93,,,1300
3962.4,0.6,0.96,1400000,77.56,0.99,0.98,1,6.25,0.11,0.3,10,11.55,699.92,0.02,1215.48,,,1400
3962.4,0.6,1.03,1500000,77.47,1,1,1,6.47,0.12,0.3,10,12.07,708.8,0.02,1378.67,,,1500
4267.2,0,0.08,100040,244.2,0.76,0.47,1,2.13,0.02,0.09,10,3.33,513.2,0.01,275.31,,,100.04
4267.2,0,0.17,200010,159.91,0.8,0.62,1,2.75,0.03,0.15,10,4.4,550.51,0.01,448.64,,,200.01
4267.2,0,0.25,300020,129.83,0.83,0.71,1,3.17,0.04,0.18,10,5.2,574.85,0.01,601.68,,,300.02
4267.2,0,0.33,400000,114.07,0.86,0.78,1,3.52,0.05,0.2,10,5.87,593.47,0.01,748.84,,,400
4267.2,0,0.41,500000,104.2,0.88,0.82,1,3.82,0.05,0.22,10,6.48,608.1,0.02,893.99,,,500
4267.2,0,0.5,600000,97.44,0.9,0.86,1,4.09,0.06,0.24,10,7.05,620.29,0.02,1039.47,,,600
4267.2,0,0.58,700000,92.64,0.92,0.89,1,4.35,0.06,0.25,10,7.59,631.18,0.02,1188.53,,,700
4267.2,0,0.66,800000,89,0.93,0.91,1,4.6,0.07,0.26,10,8.12,640.74,0.02,1343.37,,,800
4267.2,0,0.74,900000,86.44,0.95,0.94,1,4.84,0.08,0.27,10,8.65,650.22,0.02,1507.43,,,900
4267.2,0,0.83,1000000,84.8,0.96,0.96,1,5.07,0.08,0.27,10,9.15,660.83,0.02,1674.97,,,1000
4267.2,0,0.91,1100000,83.66,0.98,0.98,1,5.28,0.09,0.28,10,9.66,671.37,0.02,1849.96,,,1100
4267.2,0,0.99,1200000,82.88,0.99,1.01,1,5.49,0.1,0.28,10,10.17,681.7,0.02,2032.84,,,1200
4267.2,0,1.07,1300000,82.33,1,1.03,1,5.7,0.11,0.28,10,10.67,691.62,0.02,2222.86,,,1300
4267.2,0.1,0.08,100040,243.5,0.75,0.47,1,2.13,0.02,0.1,10,3.34,513.3,0.01,205.35,,,100.04
4267.2,0.1,0.16,200020,159.55,0.8,0.62,1,2.75,0.03,0.15,10,4.4,550.67,0.01,358.15,,,200.02
4267.2,0.1,0.25,300020,129.58,0.83,0.71,1,3.17,0.04,0.18,10,5.2,574.96,0.01,497.4,,,300.02
4267.2,0.1,0.33,400000,113.85,0.86,0.78,1,3.52,0.05,0.2,10,5.87,593.62,0.01,633.15,,,400
4267.2,0.1,0.41,500000,104.02,0.88,0.82,1,3.82,0.05,0.22,10,6.48,608.27,0.02,768.41,,,500
4267.2,0.1,0.49,600000,97.29,0.9,0.86,1,4.09,0.06,0.24,10,7.05,620.49,0.02,905.02,,,600
4267.2,0.1,0.57,700000,92.51,0.91,0.89,1,4.35,0.06,0.25,10,7.59,631.41,0.02,1045.54,,,700
4267.2,0.1,0.66,800000,88.89,0.93,0.91,1,4.6,0.07,0.26,10,8.12,640.96,0.02,1192.52,,,800
4267.2,0.1,0.74,900000,86.3,0.95,0.94,1,4.85,0.08,0.27,10,8.65,650.35,0.02,1348.26,,,900
4267.2,0.1,0.82,1000000,84.64,0.96,0.96,1,5.07,0.08,0.27,10,9.16,660.81,0.02,1508.78,,,1000
4267.2,0.1,0.9,1100000,83.51,0.97,0.98,1,5.29,0.09,0.28,10,9.66,671.35,0.02,1676.72,,,1100
4267.2,0.1,0.99,1200000,82.75,0.99,1,1,5.5,0.1,0.28,10,10.17,681.66,0.02,1853.05,,,1200
4267.2,0.1,1.07,1300000,82.21,1,1.03,1,5.71,0.11,0.28,10,10.68,691.61,0.02,2036.62,,,1300
4267.2,0.2,0.08,100040,241.35,0.75,0.47,1,2.14,0.02,0.1,10,3.34,513.57,0.01,135.24,,,100.04
4267.2,0.2,0.16,200020,158.58,0.8,0.61,1,2.76,0.03,0.15,10,4.41,551.35,0.01,267.63,,,200.02
4267.2,0.2,0.24,300020,128.73,0.83,0.7,1,3.18,0.04,0.18,10,5.2,575.29,0.01,393.11,,,300.02
4267.2,0.2,0.32,400000,113.22,0.86,0.77,1,3.53,0.05,0.2,10,5.88,594.12,0.01,518.15,,,400
4267.2,0.2,0.4,500000,103.46,0.88,0.82,1,3.83,0.05,0.22,10,6.49,608.76,0.02,642.97,,,500
4267.2,0.2,0.49,600000,96.81,0.9,0.85,1,4.1,0.06,0.24,10,7.06,621.06,0.02,770.58,,,600
4267.2,0.2,0.57,700000,92.1,0.91,0.89,1,4.36,0.06,0.25,10,7.6,632.08,0.02,902.92,,,700
4267.2,0.2,0.65,800000,88.51,0.93,0.91,1,4.61,0.07,0.26,10,8.13,641.66,0.02,1041.21,,,800
4267.2,0.2,0.73,900000,85.94,0.95,0.93,1,4.86,0.08,0.27,10,8.66,650.94,0.02,1189.3,,,900
4267.2,0.2,0.81,1000000,84.19,0.96,0.96,1,5.09,0.08,0.28,10,9.17,660.78,0.02,1343.81,,,1000
4267.2,0.2,0.89,1100000,83.09,0.97,0.98,1,5.3,0.09,0.28,10,9.68,671.32,0.02,1504.88,,,1100
4267.2,0.2,0.97,1200000,82.33,0.99,1,1,5.52,0.1,0.28,10,10.19,681.55,0.02,1674.62,,,1200
4267.2,0.2,1.05,1300000,81.82,1,1.02,1,5.73,0.11,0.28,10,10.7,691.52,0.02,1851.7,,,1300
4267.2,0.3,0.08,100040,237.69,0.75,0.46,1,2.16,0.02,0.1,10,3.35,513.99,0.01,64.32,,,100.04
4267.2,0.3,0.16,200020,156.91,0.8,0.6,1,2.77,0.03,0.15,10,4.42,552.43,0.01,176.73,,,200.02
4267.2,0.3,0.24,300020,127.32,0.83,0.69,1,3.2,0.04,0.18,10,5.22,575.87,0.01,288.17,,,300.02
4267.2,0.3,0.32,400010,112.07,0.85,0.76,1,3.54,0.04,0.21,10,5.89,594.67,0.01,401.37,,,400.01
4267.2,0.3,0.4,500000,102.51,0.88,0.81,1,3.85,0.05,0.23,10,6.5,609.56,0.01,517.11,,,500
4267.2,0.3,0.47,600000,96.01,0.89,0.84,1,4.12,0.06,0.24,10,7.07,621.98,0.02,635.86,,,600
4267.2,0.3,0.55,700000,91.36,0.91,0.88,1,4.38,0.06,0.25,10,7.61,632.93,0.02,759.77,,,700
4267.2,0.3,0.63,800000,87.9,0.93,0.9,1,4.62,0.07,0.26,10,8.14,642.86,0.02,890.06,,,800
4267.2,0.3,0.71,900000,85.34,0.94,0.92,1,4.87,0.08,0.27,10,8.67,652,0.02,1030.29,,,900
4267.2,0.3,0.79,1000000,83.49,0.96,0.95,1,5.11,0.08,0.28,10,9.2,661.11,0.02,1178.07,,,1000
4267.2,0.3,0.87,1100000,82.37,0.97,0.97,1,5.33,0.09,0.28,10,9.71,671.29,0.02,1333.24,,,1100
4267.2,0.3,0.95,1200000,81.65,0.98,0.99,1,5.55,0.1,0.28,10,10.22,681.45,0.02,1496.52,,,1200
4267.2,0.3,1.03,1300000,81.16,1,1.01,1,5.76,0.11,0.29,10,10.73,691.37,0.02,1667.13,,,1300
4267.2,0.4,0.15,200020,154.64,0.8,0.58,1,2.78,0.03,0.15,10,4.43,553.84,0.01,84.77,,,200.02
4267.2,0.4,0.23,300020,125.32,0.82,0.68,1,3.22,0.04,0.19,10,5.23,576.74,0.01,182.07,,,300.02
4267.2,0.4,0.31,400010,110.46,0.85,0.74,1,3.57,0.04,0.21,10,5.91,595.47,0.01,284.1,,,400.01
4267.2,0.4,0.38,500000,101.17,0.87,0.79,1,3.87,0.05,0.23,10,6.52,610.68,0.01,390.04,,,500
4267.2,0.4,0.46,600000,94.85,0.89,0.83,1,4.14,0.06,0.24,10,7.09,623.18,0.02,500.13,,,600
4267.2,0.4,0.54,700000,90.33,0.91,0.86,1,4.4,0.06,0.26,10,7.63,634.14,0.02,615.87,,,700
4267.2,0.4,0.61,800000,87,0.92,0.89,1,4.64,0.07,0.27,10,8.16,644.37,0.02,738.14,,,800
4267.2,0.4,0.69,900000,84.53,0.94,0.91,1,4.89,0.08,0.27,10,8.69,653.62,0.02,870.42,,,900
4267.2,0.4,0.77,1000000,82.65,0.95,0.94,1,5.14,0.08,0.28,10,9.22,662.36,0.02,1010.7,,,1000
4267.2,0.4,0.84,1100000,81.37,0.97,0.96,1,5.38,0.09,0.28,10,9.74,671.35,0.02,1159.98,,,1100
4267.2,0.4,0.92,1200000,80.69,0.98,0.98,1,5.59,0.1,0.29,10,10.26,681.4,0.02,1317.08,,,1200
4267.2,0.4,1,1300000,80.24,0.99,1,1,5.81,0.1,0.29,10,10.77,691.18,0.02,1481.56,,,1300
4267.2,0.4,1.07,1400000,79.98,1,1.02,1,6.02,0.11,0.29,10,11.28,700.78,0.02,1653.32,,,1400
4267.2,0.5,0.22,300020,122.88,0.82,0.65,1,3.25,0.04,0.19,10,5.25,578.08,0.01,74.39,,,300.02
4267.2,0.5,0.3,400010,108.36,0.84,0.72,1,3.6,0.04,0.21,10,5.93,596.45,0.01,164.91,,,400.01
4267.2,0.5,0.37,500000,99.42,0.87,0.77,1,3.9,0.05,0.23,10,6.54,611.83,0.01,261.32,,,500
4267.2,0.5,0.44,600000,93.32,0.89,0.81,1,4.17,0.06,0.25,10,7.11,624.63,0.01,362.69,,,600
4267.2,0.5,0.52,700000,89,0.9,0.85,1,4.43,0.06,0.26,10,7.65,635.76,0.02,470.42,,,700
4267.2,0.5,0.59,800000,85.77,0.92,0.88,1,4.68,0.07,0.27,10,8.18,645.86,0.02,584.95,,,800
4267.2,0.5,0.66,900000,83.46,0.93,0.9,1,4.92,0.08,0.28,10,8.71,655.67,0.02,708.97,,,900
4267.2,0.5,0.74,1000000,81.65,0.95,0.92,1,5.17,0.08,0.28,10,9.24,664.4,0.02,841.73,,,1000
4267.2,0.5,0.81,1100000,80.33,0.96,0.95,1,5.41,0.09,0.29,10,9.78,672.81,0.02,984.03,,,1100
4267.2,0.5,0.89,1200000,79.47,0.97,0.97,1,5.65,0.1,0.29,10,10.31,681.56,0.02,1135.15,,,1200
4267.2,0.5,0.96,1300000,79.05,0.99,0.99,1,5.87,0.1,0.29,10,10.82,691.14,0.02,1293.63,,,1300
4267.2,0.5,1.03,1400000,78.84,1,1.01,1,6.08,0.11,0.29,10,11.34,700.59,0.02,1459.46,,,1400
4267.2,0.6,0.28,400010,105.73,0.84,0.69,1,3.63,0.04,0.22,10,5.96,597.76,0.01,43.04,,,400.01
4267.2,0.6,0.35,500000,97.23,0.86,0.74,1,3.94,0.05,0.24,10,6.57,613.08,0.01,129.98,,,500
4267.2,0.6,0.42,600000,91.41,0.88,0.79,1,4.21,0.05,0.25,10,7.14,626.23,0.01,222.73,,,600
4267.2,0.6,0.49,700000,87.3,0.9,0.82,1,4.47,0.06,0.27,10,7.68,637.55,0.02,322.38,,,700
4267.2,0.6,0.56,800000,84.26,0.91,0.85,1,4.71,0.07,0.28,10,8.21,647.85,0.02,429.28,,,800
4267.2,0.6,0.63,900000,82.05,0.93,0.88,1,4.96,0.07,0.28,10,8.75,657.51,0.02,545.98,,,900
4267.2,0.6,0.7,1000000,80.4,0.94,0.91,1,5.2,0.08,0.29,10,9.27,666.85,0.02,670.62,,,1000
4267.2,0.6,0.78,1100000,79.16,0.96,0.93,1,5.45,0.09,0.29,10,9.81,675.34,0.02,805.28,,,1100
4267.2,0.6,0.85,1200000,78.25,0.97,0.95,1,5.69,0.09,0.3,10,10.35,683.38,0.02,949.29,,,1200
4267.2,0.6,0.92,1300000,77.68,0.98,0.97,1,5.93,0.1,0.3,10,10.88,691.72,0.02,1101.71,,,1300
4267.2,0.6,0.99,1400000,77.43,0.99,0.99,1,6.15,0.11,0.3,10,11.41,700.55,0.02,1261.78,,,1400
4267.2,0.6,1.06,1500000,77.48,1,1.01,1,6.37,0.12,0.3,10,11.93,709.84,0.02,1431.54,,,1500
4572,0,0.08,100040,239.18,0.75,0.48,1,2.08,0.02,0.1,10,3.26,512.25,0.01,272.26,,,100.04
4572,0,0.17,200010,156.81,0.8,0.63,1,2.68,0.03,0.15,10,4.3,549.21,0.01,444.24,,,200.01
4572,0,0.25,300010,127.62,0.83,0.72,1,3.1,0.04,0.18,10,5.08,573.67,0.01,596.61,,,300.01
4572,0,0.34,400010,112.24,0.86,0.78,1,3.44,0.04,0.21,10,5.75,592.21,0.01,743.33,,,400.01
4572,0,0.42,500000,102.67,0.88,0.83,1,3.74,0.05,0.23,10,6.35,606.8,0.02,888.84,,,500
4572,0,0.51,600000,96.13,0.9,0.87,1,4.01,0.06,0.24,10,6.91,619.19,0.02,1035.84,,,600
4572,0,0.59,700000,91.48,0.92,0.89,1,4.26,0.06,0.25,10,7.45,629.92,0.02,1186.44,,,700
4572,0,0.68,800000,88.05,0.93,0.92,1,4.51,0.07,0.26,10,7.98,639.76,0.02,1344.44,,,800
4572,0,0.76,900000,85.71,0.95,0.95,1,4.76,0.08,0.27,10,8.5,649.79,0.02,1511.24,,,900
4572,0,0.84,1000000,84.21,0.96,0.97,1,4.97,0.08,0.28,10,9.01,660.94,0.02,1680.57,,,1000
4572,0,0.93,1100000,83.23,0.98,0.99,1,5.19,0.09,0.28,10,9.52,671.78,0.02,1860.34,,,1100
4572,0,1.01,1200000,82.54,0.99,1.01,1,5.4,0.1,0.28,10,10.02,682.31,0.02,2047.31,,,1200
4572,0.1,0.08,100040,238.51,0.75,0.48,1,2.08,0.02,0.1,10,3.26,512.35,0.01,204.22,,,100.04
4572,0.1,0.17,200010,156.46,0.8,0.63,1,2.69,0.03,0.15,10,4.3,549.36,0.01,356.18,,,200.01
4572,0.1,0.25,300020,127.33,0.83,0.72,1,3.1,0.04,0.18,10,5.08,573.76,0.01,494.82,,,300.02
4572,0.1,0.34,400010,112.02,0.86,0.78,1,3.44,0.04,0.21,10,5.75,592.36,0.01,630.62,,,400.01
4572,0.1,0.42,500000,102.49,0.88,0.83,1,3.74,0.05,0.23,10,6.35,606.98,0.02,766.35,,,500
4572,0.1,0.5,600000,95.97,0.9,0.87,1,4.01,0.06,0.24,10,6.91,619.35,0.02,904.52,,,600
4572,0.1,0.59,700000,91.36,0.92,0.89,1,4.27,0.06,0.25,10,7.45,630.16,0.02,1046.73,,,700
4572,0.1,0.67,800000,87.93,0.93,0.92,1,4.52,0.07,0.26,10,7.98,639.98,0.02,1196.68,,,800
4572,0.1,0.76,900000,85.53,0.95,0.95,1,4.76,0.08,0.27,10,8.51,649.76,0.02,1355.21,,,900
4572,0.1,0.84,1000000,84.07,0.96,0.97,1,4.98,0.08,0.28,10,9.01,660.92,0.02,1518.17,,,1000
4572,0.1,0.92,1100000,83.1,0.98,0.99,1,5.19,0.09,0.28,10,9.52,671.78,0.02,1691.6,,,1100
4572,0.1,1.01,1200000,82.41,0.99,1.01,1,5.4,0.1,0.28,10,10.03,682.29,0.02,1871.32,,,1200
4572,0.2,0.08,100040,236.46,0.75,0.47,1,2.09,0.02,0.1,10,3.26,512.64,0.01,136.02,,,100.04
4572,0.2,0.17,200010,155.43,0.8,0.62,1,2.69,0.03,0.15,10,4.31,549.83,0.01,268.08,,,200.01
4572,0.2,0.25,300020,126.52,0.83,0.71,1,3.11,0.04,0.18,10,5.09,574.11,0.01,393.34,,,300.02
4572,0.2,0.33,400010,111.4,0.86,0.78,1,3.45,0.04,0.21,10,5.75,592.83,0.01,518.14,,,400.01
4572,0.2,0.41,500000,101.96,0.88,0.82,1,3.75,0.05,0.23,10,6.36,607.49,0.02,644.09,,,500
4572,0.2,0.5,600000,95.51,0.9,0.86,1,4.02,0.06,0.24,10,6.92,619.89,0.02,773.43,,,600
4572,0.2,0.58,700000,90.96,0.91,0.89,1,4.27,0.06,0.25,10,7.45,630.84,0.02,907.24,,,700
4572,0.2,0.66,800000,87.57,0.93,0.91,1,4.53,0.07,0.26,10,7.99,640.61,0.02,1049.5,,,800
4572,0.2,0.75,900000,85.14,0.95,0.94,1,4.77,0.08,0.27,10,8.52,650.17,0.02,1200.27,,,900
4572,0.2,0.83,1000000,83.63,0.96,0.96,1,4.99,0.08,0.28,10,9.03,660.9,0.02,1356.95,,,1000
4572,0.2,0.91,1100000,82.66,0.98,0.98,1,5.21,0.09,0.28,10,9.54,671.67,0.02,1522.89,,,1100
4572,0.2,0.99,1200000,82,0.99,1.01,1,5.42,0.1,0.28,10,10.05,682.18,0.02,1696.42,,,1200
4572,0.2,1.08,1300000,81.56,1,1.03,1,5.63,0.11,0.28,10,10.55,692.28,0.02,1877.42,,,1300
4572,0.3,0.08,100040,232.98,0.75,0.47,1,2.1,0.02,0.1,10,3.27,513.07,0.01,67.07,,,100.04
4572,0.3,0.16,200010,153.88,0.8,0.61,1,2.7,0.03,0.15,10,4.32,550.93,0.01,179.44,,,200.01
4572,0.3,0.24,300010,125.18,0.83,0.69,1,3.13,0.04,0.19,10,5.1,574.65,0.01,291.33,,,300.01
4572,0.3,0.32,400010,110.3,0.85,0.77,1,3.47,0.04,0.21,10,5.77,593.46,0.01,404.96,,,400.01
4572,0.3,0.4,500000,101.04,0.88,0.81,1,3.76,0.05,0.23,10,6.37,608.29,0.01,521.34,,,500
4572,0.3,0.49,600000,94.73,0.89,0.85,1,4.03,0.06,0.24,10,6.93,620.82,0.02,641.92,,,600
4572,0.3,0.57,700000,90.27,0.91,0.88,1,4.29,0.06,0.26,10,7.47,631.87,0.02,767.53,,,700
4572,0.3,0.65,800000,86.96,0.93,0.91,1,4.54,0.07,0.27,10,8,641.77,0.02,901.33,,,800
4572,0.3,0.73,900000,84.55,0.94,0.93,1,4.79,0.08,0.27,10,8.53,651.15,0.02,1044.56,,,900
4572,0.3,0.81,1000000,82.9,0.96,0.96,1,5.02,0.08,0.28,10,9.05,660.87,0.02,1195.91,,,1000
4572,0.3,0.89,1100000,81.97,0.97,0.98,1,5.24,0.09,0.28,10,9.56,671.64,0.02,1354.97,,,1100
4572,0.3,0.97,1200000,81.33,0.99,1,1,5.45,0.1,0.29,10,10.07,682.02,0.02,1522.29,,,1200
4572,0.3,1.05,1300000,80.93,1,1.02,1,5.67,0.11,0.29,10,10.58,692.17,0.02,1697.34,,,1300
4572,0.4,0.16,200010,151.62,0.79,0.59,1,2.72,0.03,0.15,10,4.33,552.3,0.01,89.93,,,200.01
4572,0.4,0.24,300020,123.26,0.82,0.68,1,3.15,0.04,0.19,10,5.11,575.54,0.01,188.05,,,300.02
4572,0.4,0.31,400010,108.78,0.85,0.75,1,3.49,0.04,0.21,10,5.78,594.3,0.01,290.86,,,400.01
4572,0.4,0.39,500000,99.75,0.87,0.8,1,3.78,0.05,0.23,10,6.38,609.41,0.01,397.7,,,500
4572,0.4,0.47,600000,93.63,0.89,0.84,1,4.06,0.06,0.25,10,6.95,622.06,0.02,509.57,,,600
4572,0.4,0.55,700000,89.27,0.91,0.87,1,4.31,0.06,0.26,10,7.48,633.02,0.02,627.21,,,700
4572,0.4,0.63,800000,86.12,0.92,0.9,1,4.56,0.07,0.27,10,8.02,643.4,0.02,752.97,,,800
4572,0.4,0.71,900000,83.74,0.94,0.92,1,4.81,0.08,0.28,10,8.55,652.65,0.02,888.28,,,900
4572,0.4,0.78,1000000,81.99,0.96,0.94,1,5.05,0.08,0.28,10,9.08,661.64,0.02,1032.03,,,1000
4572,0.4,0.86,1100000,80.98,0.97,0.97,1,5.28,0.09,0.29,10,9.6,671.59,0.02,1185.99,,,1100
4572,0.4,0.94,1200000,80.39,0.98,0.99,1,5.5,0.1,0.29,10,10.11,681.93,0.02,1346.91,,,1200
4572,0.4,1.02,1300000,80.03,0.99,1.01,1,5.71,0.1,0.29,10,10.63,691.96,0.02,1515.8,,,1300
4572,0.5,0.23,300020,120.82,0.82,0.66,1,3.17,0.04,0.19,10,5.13,576.76,0.01,83.1,,,300.02
4572,0.5,0.3,400010,106.75,0.84,0.72,1,3.52,0.04,0.22,10,5.8,595.3,0.01,174.82,,,400.01
4572,0.5,0.38,500000,98.05,0.87,0.78,1,3.81,0.05,0.24,10,6.41,610.64,0.01,272.32,,,500
4572,0.5,0.45,600000,92.15,0.89,0.82,1,4.09,0.06,0.25,10,6.97,623.51,0.02,375.59,,,600
4572,0.5,0.53,700000,87.99,0.9,0.85,1,4.34,0.06,0.26,10,7.51,634.67,0.02,485.2,,,700
4572,0.5,0.6,800000,84.95,0.92,0.88,1,4.59,0.07,0.27,10,8.04,645.03,0.02,603.26,,,800
4572,0.5,0.68,900000,82.72,0.93,0.91,1,4.84,0.07,0.28,10,8.57,654.77,0.02,730.42,,,900
4572,0.5,0.76,1000000,80.99,0.95,0.93,1,5.08,0.08,0.29,10,9.1,663.54,0.02,866.63,,,1000
4572,0.5,0.83,1100000,79.84,0.97,0.95,1,5.33,0.09,0.29,10,9.64,672.36,0.02,1014.12,,,1100
4572,0.5,0.91,1200000,79.18,0.98,0.98,1,5.56,0.1,0.29,10,10.17,681.88,0.02,1169.25,,,1200
4572,0.5,0.98,1300000,78.87,0.99,0.99,1,5.77,0.1,0.29,10,10.68,691.84,0.02,1332.01,,,1300
4572,0.5,1.06,1400000,78.75,1,1.01,1,5.98,0.11,0.29,10,11.2,701.55,0.02,1503.31,,,1400
4572,0.6,0.29,400010,104.22,0.84,0.7,1,3.55,0.04,0.22,10,5.83,596.56,0.01,56.28,,,400.01
4572,0.6,0.36,500000,95.92,0.86,0.75,1,3.85,0.05,0.24,10,6.43,611.9,0.01,144.27,,,500
4572,0.6,0.43,600000,90.34,0.88,0.8,1,4.12,0.05,0.26,10,7,625.22,0.01,239.6,,,600
4572,0.6,0.51,700000,86.36,0.9,0.83,1,4.38,0.06,0.27,10,7.54,636.5,0.02,340.95,,,700
4572,0.6,0.58,800000,83.48,0.91,0.86,1,4.63,0.07,0.28,10,8.07,646.97,0.02,451.27,,,800
4572,0.6,0.65,900000,81.38,0.93,0.89,1,4.87,0.07,0.28,10,8.6,656.82,0.02,570.91,,,900
4572,0.6,0.72,1000000,79.82,0.94,0.91,1,5.12,0.08,0.29,10,9.13,666.14,0.02,699.28,,,1000
4572,0.6,0.79,1100000,78.68,0.96,0.93,1,5.37,0.09,0.29,10,9.68,674.68,0.02,839.16,,,1100
4572,0.6,0.87,1200000,77.88,0.97,0.96,1,5.61,0.09,0.3,10,10.22,683,0.02,987.68,,,1200
4572,0.6,0.94,1300000,77.44,0.98,0.98,1,5.84,0.1,0.3,10,10.75,691.8,0.02,1144.6,,,1300
4572,0.6,1.01,1400000,77.39,1,1,1,6.06,0.11,0.3,10,11.27,701.49,0.02,1310.14,,,1400
4876.8,0,0.09,100040,234.23,0.75,0.48,1,2.02,0.02,0.1,10,3.18,511.2,0.01,268.9,,,100.04
4876.8,0,0.17,200010,153.75,0.8,0.64,1,2.62,0.03,0.15,10,4.2,547.8,0.01,439.56,,,200.01
4876.8,0,0.26,300010,125.44,0.83,0.73,1,3.03,0.04,0.18,10,4.97,572.52,0.01,591.83,,,300.01
4876.8,0,0.35,400010,110.46,0.86,0.79,1,3.36,0.04,0.21,10,5.62,590.96,0.01,738.4,,,400.01
4876.8,0,0.43,500000,101.17,0.88,0.84,1,3.66,0.05,0.23,10,6.21,605.52,0.02,883.88,,,500
4876.8,0,0.52,600000,94.87,0.9,0.87,1,3.92,0.06,0.24,10,6.77,617.99,0.02,1031.95,,,600
4876.8,0,0.6,700000,90.36,0.92,0.9,1,4.18,0.06,0.26,10,7.31,628.69,0.02,1185.08,,,700
4876.8,0,0.69,800000,87.13,0.94,0.93,1,4.43,0.07,0.27,10,7.84,638.82,0.02,1346.49,,,800
4876.8,0,0.78,900000,85.05,0.95,0.95,1,4.66,0.08,0.27,10,8.36,649.76,0.02,1514.27,,,900
4876.8,0,0.86,1000000,83.71,0.97,0.97,1,4.88,0.08,0.28,10,8.87,661.16,0.02,1688.43,,,1000
4876.8,0,0.95,1100000,82.83,0.98,1,1,5.1,0.09,0.28,10,9.38,672.32,0.02,1872.14,,,1100
4876.8,0,1.04,1200000,82.25,0.99,1.02,1,5.31,0.1,0.28,10,9.89,683.09,0.02,2064.25,,,1200
4876.8,0.1,0.09,100040,233.59,0.75,0.48,1,2.03,0.02,0.1,10,3.18,511.3,0.01,202.78,,,100.04
4876.8,0.1,0.17,200010,153.42,0.8,0.63,1,2.62,0.03,0.15,10,4.2,547.96,0.01,353.88,,,200.01
4876.8,0.1,0.26,300000,125.17,0.83,0.72,1,3.03,0.04,0.19,10,4.97,572.62,0.01,492.76,,,300
4876.8,0.1,0.34,400010,110.24,0.86,0.79,1,3.37,0.04,0.21,10,5.63,591.13,0.01,628.5,,,400.01
4876.8,0.1,0.43,500000,100.99,0.88,0.83,1,3.66,0.05,0.23,10,6.22,605.7,0.02,764.55,,,500
4876.8,0.1,0.52,600000,94.72,0.9,0.87,1,3.93,0.06,0.24,10,6.77,618.16,0.02,903.86,,,600
4876.8,0.1,0.6,700000,90.24,0.92,0.9,1,4.18,0.06,0.26,10,7.31,628.93,0.02,1048.62,,,700
4876.8,0.1,0.69,800000,87.02,0.93,0.92,1,4.44,0.07,0.27,10,7.84,639.04,0.02,1201.92,,,800
4876.8,0.1,0.77,900000,84.9,0.95,0.95,1,4.67,0.08,0.27,10,8.36,649.76,0.02,1362.59,,,900
4876.8,0.1,0.86,1000000,83.57,0.97,0.97,1,4.89,0.08,0.28,10,8.87,661.16,0.02,1529.67,,,1000
